Event Name,Swim time,Swim date,Event description,Team Code,Team Name,Athlete Full Name,Gender,Athlete birth date,Rank_Order,City,Country Code,Duration (hh:mm:ss:ff)
2016 Konami Open,02:06.56,2/19/2016,Women 200 Butterfly LCM Female,JPN,Japan,"HOSHI, Natsumi",F,8/21/1990,152,Tokyo,JPN,0:02:06:56
18th FINA World Championships 2019,02:06.57,7/26/2019,Women 200 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,1/18/1996,88,Gwangju,KOR,0:02:06:57
Australian National Championships (50m),02:06.58,4/10/2016,Women 200 Butterfly LCM Female,AUS,Australia,"THROSSELL, Brianna",F,2/10/1996,153,Adelaide,AUS,0:02:06:58
FINA/airweave Swimming World Cup 2015,02:06.58,8/16/2015,Women 200 Butterfly LCM Female,GER,Germany,"HENTKE, Franziska",F,6/4/1989,154,Paris-Chartres,FRA,0:02:06:58
15th FINA World Championships 2013,02:06.58,8/1/2013,Women 200 Butterfly LCM Female,HUN,Hungary,"JAKABOS, Zsuzsanna",F,4/3/1989,155,Barcelona,ESP,0:02:06:58
Olympic Games Sydney 2000,02:06.58,9/20/2000,Women 200 Butterfly LCM Female,AUS,Australia,"O'NEILL, Susie",F,8/2/1973,156,Sydney,AUS,0:02:06:58
Olympic Games Rio 2016,02:06.58,8/9/2016,Women 200 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,3,Rio de Janeiro,BRA,0:02:06:58
Italian Winter National Championships (50m),02:06.59,12/14/2019,Women 200 Backstroke LCM Female,ITA,Italy,"PANZIERA, Margherita",F,8/12/1995,89,Riccione,ITA,0:02:06:59
Australian National Championships (50m),02:06.59,4/12/2016,Women 200 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,90,Adelaide,AUS,0:02:06:59
Russian National Championships (50m),02:06.59,4/17/2012,Women 200 Backstroke LCM Female,RUS,Russian Federation,"FESIKOVA, Anastasiia",F,5/8/1990,91,Moscow,RUS,0:02:06:59
Russian National Championships (50m),02:06.59,4/17/2012,Women 200 Backstroke LCM Female,RUS,Russian Federation,"FESIKOVA, Anastasiia",F,5/8/1990,92,Moscow,RUS,0:02:06:59
Olympic Games Tokyo 2020,02:06.59,7/28/2021,Women 200 Butterfly LCM Female,HUN,Hungary,"KAPAS, Boglarka",F,4/22/1993,157,Tokyo,JPN,0:02:06:59
18th FINA World Championships 2019,02:06.59,7/24/2019,Women 200 Butterfly LCM Female,USA,United States of America,"DRABOT, Katie",F,9/2/1997,158,Gwangju,KOR,0:02:06:59
Youth Olympic Games Nanjing 2014,02:06.59,8/18/2014,Women 200 Butterfly LCM Female,HUN,Hungary,"SZILAGYI, Liliana",F,11/19/1996,159,Nanjing,CHN,0:02:06:59
European Championships 2008,02:06.59,3/24/2008,Women 200 Butterfly LCM Female,FRA,France,"MONGEL, Aurore",F,4/19/1982,160,Eindhoven,NED,0:02:06:59
SA State Championships 2015,02:06.60,2/21/2015,Women 200 Butterfly LCM Female,AUS,Australia,"THROSSELL, Brianna",F,2/10/1996,161,Adelaide,AUS,0:02:06:60
8th Pan Pacific Championships 1999,02:06.60,8/26/1999,Women 200 Butterfly LCM Female,AUS,Australia,"O'NEILL, Susie",F,8/2/1973,162,Sydney,AUS,0:02:06:60
18th Asian Games 2018,02:06.61,8/22/2018,Women 200 Butterfly LCM Female,CHN,People's Republic of China,"ZHANG, Yufei",F,4/19/1998,163,Jakarta,INA,0:02:06:61
12th Pan Pacific Championships 2014,02:06.61,8/21/2014,Women 200 Butterfly LCM Female,USA,United States of America,"ADAMS, Cammile",F,9/11/1991,164,Gold Coast,AUS,0:02:06:61
18th FINA World Championships 2019,02:06.62,7/27/2019,Women 200 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,1/18/1996,93,Gwangju,KOR,0:02:06:62
18th FINA World Championships 2019,02:06.62,7/26/2019,Women 200 Backstroke LCM Female,ITA,Italy,"PANZIERA, Margherita",F,8/12/1995,94,Gwangju,KOR,0:02:06:62
European Championships 1991,02:06.62,8/25/1991,Women 200 Backstroke LCM Female,HUN,Hungary,"EGERSZEGI, Krisztina",F,8/16/1974,95,Athens,GRE,0:02:06:62
FINA Champions Swim Series 2019,02:06.62,5/12/2019,Women 200 Butterfly LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,165,Budapest,HUN,0:02:06:62
Olympic Games London 2012,02:06.62,7/31/2012,Women 200 Butterfly LCM Female,ESP,Spain,"BELMONTE, Mireia",F,11/10/1990,166,London,GBR,0:02:06:62
Olympic Games Beijing 2008,02:06.62,8/12/2008,Women 200 Butterfly LCM Female,JPN,Japan,"NAKANISHI, Yuko",F,4/24/1981,167,Beijing,CHN,0:02:06:62
17th FINA World Championships 2017,02:06.63,7/26/2017,Women 200 Butterfly LCM Female,CHN,People's Republic of China,"ZHOU, Yilin",F,9/18/1992,168,Budapest,HUN,0:02:06:63
FINA Champions Swim Series 2019,02:06.64,5/31/2019,Women 200 Backstroke LCM Female,ITA,Italy,"PANZIERA, Margherita",F,8/12/1995,96,Indianapolis,USA,0:02:06:64
French National Championships (50m),02:06.64,4/26/2008,Women 200 Backstroke LCM Female,FRA,France,"MANAUDOU, Laure",F,10/9/1986,97,Dunkerke,FRA,0:02:06:64
Olympic Games Tokyo 2020,02:06.64,7/28/2021,Women 200 Butterfly LCM Female,USA,United States of America,"SMITH, Regan",F,2/9/2002,169,Tokyo,JPN,0:02:06:64
Olympic Games Rio 2016,02:06.64,8/9/2016,Women 200 Butterfly LCM Female,ESP,Spain,"BELMONTE, Mireia",F,11/10/1990,170,Rio de Janeiro,BRA,0:02:06:64
16th FINA World Championships 2015,02:06.64,8/5/2015,Women 200 Butterfly LCM Female,GER,Germany,"HENTKE, Franziska",F,6/4/1989,171,Kazan,RUS,0:02:06:64
14th FINA World Championships 2011,02:06.64,7/28/2011,Women 200 Butterfly LCM Female,AUS,Australia,"SCHIPPER, Jess",F,11/19/1986,172,Shanghai,CHN,0:02:06:64
14th FINA World Championships 2011,02:06.64,7/28/2011,Women 200 Butterfly LCM Female,GBR,Great Britain,"LOWE, Jemma",F,3/31/1990,173,Shanghai,CHN,0:02:06:64
15th FINA World Championships 2013,02:06.65,8/1/2013,Women 200 Butterfly LCM Female,CHN,People's Republic of China,"JIAO, Liuyang",F,8/6/1991,174,Barcelona,ESP,0:02:06:65
14th FINA World Championships 2011,02:06.65,7/27/2011,Women 200 Butterfly LCM Female,JPN,Japan,"HOSHI, Natsumi",F,8/21/1990,175,Shanghai,CHN,0:02:06:65
17th FINA World Championships 2017,02:06.66,7/28/2017,Women 200 Backstroke LCM Female,USA,United States of America,"BAKER, Kathleen",F,2/28/1997,98,Budapest,HUN,0:02:06:66
Mare Nostrum -  Meeting International de Canet-en-Roussillon 2017,02:06.66,6/17/2017,Women 200 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,99,Canet-en-Roussillon,FRA,0:02:06:66
15th FINA World Championships 2013,02:06.66,8/3/2013,Women 200 Backstroke LCM Female,AUS,Australia,"HOCKING, Belinda",F,9/14/1990,100,Barcelona,ESP,0:02:06:66
13th FINA World Championships 2009,02:06.66,8/1/2009,Women 200 Backstroke LCM Female,GBR,Great Britain,"SPOFFORTH, Gemma",F,11/17/1987,101,Rome,ITA,0:02:06:66
Japan Swim 2015,02:06.66,4/11/2015,Women 200 Butterfly LCM Female,JPN,Japan,"HOSHI, Natsumi",F,8/21/1990,176,Tokyo,JPN,0:02:06:66
European Championships 2014,02:06.66,8/24/2014,Women 200 Butterfly LCM Female,ESP,Spain,"IGNACIO, Judit",F,3/18/1994,177,Berlin,GER,0:02:06:66
13th FINA World Championships 2009,02:06.66,7/29/2009,Women 200 Butterfly LCM Female,FRA,France,"MONGEL, Aurore",F,4/19/1982,178,Rome,ITA,0:02:06:66
Olympic Swimming Trials 2020,02:06.67,6/23/2021,Women 200 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,1/18/1996,102,Toronto,CAN,0:02:06:67
18th FINA World Championships 2019,02:06.67,7/27/2019,Women 200 Backstroke LCM Female,ITA,Italy,"PANZIERA, Margherita",F,8/12/1995,103,Gwangju,KOR,0:02:06:67
18th FINA World Championships 2019,02:06.67,7/25/2019,Men 200 Breaststroke LCM Male,AUS,Australia,"WILSON, Matthew",M,12/8/1998,6,Gwangju,KOR,0:02:06:67
10th Tokyo Swimming Championships,02:06.67,1/28/2017,Men 200 Breaststroke LCM Male,JPN,Japan,"WATANABE, Ippei",M,3/18/1997,7,Tokyo,JPN,0:02:06:67
TYR Pro Swim Series Westmont 2022,02:06.67,3/3/2022,Women 200 Butterfly LCM Female,USA,United States of America,"FLICKINGER, Hali",F,7/7/1994,179,Westmont,USA,0:02:06:67
Santa Clara Swim Club International Meet 2019,02:06.67,6/9/2019,Women 200 Butterfly LCM Female,USA,United States of America,"DRABOT, Katie",F,9/2/1997,180,Santa Clara,USA,0:02:06:67
17th FINA World Championships 2017,02:06.67,7/27/2017,Women 200 Butterfly LCM Female,KOR,Republic of Korea,"AN, Sehyeon",F,10/14/1995,181,Budapest,HUN,0:02:06:67
Olympic Games Rio 2016,02:06.67,8/9/2016,Women 200 Butterfly LCM Female,USA,United States of America,"ADAMS, Cammile",F,9/11/1991,182,Rio de Janeiro,BRA,0:02:06:67
Olympic Games Rio 2016,02:06.67,8/9/2016,Women 200 Butterfly LCM Female,USA,United States of America,"FLICKINGER, Hali",F,7/7/1994,183,Rio de Janeiro,BRA,0:02:06:67
13th FINA World Championships 2009,02:06.67,7/29/2009,Women 200 Butterfly LCM Female,CAN,Canada,"LACROIX, Audrey",F,11/17/1983,184,Rome,ITA,0:02:06:67
2012 EnergyAustralia Swimming,02:06.68,3/15/2012,Women 200 Backstroke LCM Female,AUS,Australia,"HOCKING, Belinda",F,9/14/1990,104,Adelaide,AUS,0:02:06:68
18th FINA World Championships 2019,02:06.68,7/26/2019,Men 200 Breaststroke LCM Male,AUS,Australia,"WILSON, Matthew",M,12/8/1998,8,Gwangju,KOR,0:02:06:68
TYR Pro Swim Series Mission Viejo 2021,02:06.68,4/9/2021,Women 200 Butterfly LCM Female,USA,United States of America,"FLICKINGER, Hali",F,7/7/1994,185,Mission Viejo,USA,0:02:06:68
12th Pan Pacific Championships 2014,02:06.68,8/21/2014,Women 200 Butterfly LCM Female,JPN,Japan,"HOSHI, Natsumi",F,8/21/1990,186,Gold Coast,AUS,0:02:06:68
Australian National Championships (50m),02:06.69,4/8/2015,Women 200 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,105,Sydney,AUS,0:02:06:69
14th FINA World Championships 2011,02:06.69,7/27/2011,Women 200 Butterfly LCM Female,CHN,People's Republic of China,"LIU, Zige",F,3/31/1989,187,Shanghai,CHN,0:02:06:69
Canadian Swimming Trials 2019,02:06.70,4/5/2019,Women 200 Backstroke LCM Female,CAN,Canada,"RUCK, Taylor",F,5/28/2000,106,Toronto,CAN,0:02:06:70
TYR Pro Swim Series Indianapolis 2021,02:06.70,5/13/2021,Women 200 Butterfly LCM Female,USA,United States of America,"FLICKINGER, Hali",F,7/7/1994,188,Indianapolis,USA,0:02:06:70
Mare Nostrum -  35th Meeting International de Natation de Monte Carlo 2017,02:06.70,6/11/2017,Women 200 Butterfly LCM Female,JPN,Japan,"HASEGAWA, Suzuka",F,1/25/2000,189,Monaco,MON,0:02:06:70
Spanish Open Championships,02:06.70,3/21/2013,Women 200 Butterfly LCM Female,ESP,Spain,"BELMONTE, Mireia",F,11/10/1990,190,Pontevedra,ESP,0:02:06:70
17th FINA World Championships 2017,02:06.71,7/26/2017,Women 200 Butterfly LCM Female,ESP,Spain,"BELMONTE, Mireia",F,11/10/1990,191,Budapest,HUN,0:02:06:71
European Championships 2010,02:06.71,8/15/2010,Women 200 Butterfly LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,192,Budapest,HUN,0:02:06:71
European Championships 2008,02:06.71,3/24/2008,Women 200 Butterfly LCM Female,HUN,Hungary,"KOVACS, Emese",F,3/1/1991,193,Eindhoven,NED,0:02:06:71
12th FINA World Championships 2007,02:06.71,3/29/2007,Women 200 Butterfly LCM Female,USA,United States of America,"VANDENBERG, Kim",F,12/13/1983,194,Melbourne,AUS,0:02:06:71
13th FINA World Championships 2009,02:06.72,7/31/2009,Women 200 Backstroke LCM Female,ZIM,Zimbabwe,"COVENTRY, Kirsty",F,9/16/1983,107,Rome,ITA,0:02:06:72
19th FINA World Championships Budapest 2022,02:06.72,6/22/2022,Men 200 Breaststroke LCM Male,AUS,Australia,"STUBBLETY-COOK, Zac",M,1/4/1999,9,Budapest,HUN,0:02:06:72
18th FINA World Championships 2019,02:06.73,7/26/2019,Men 200 Breaststroke LCM Male,JPN,Japan,"WATANABE, Ippei",M,3/18/1997,10,Gwangju,KOR,0:02:06:73
US Olympic Team Trials - Wave II,02:06.73,6/16/2021,Women 200 Butterfly LCM Female,USA,United States of America,"FLICKINGER, Hali",F,7/7/1994,195,Omaha,USA,0:02:06:73
FINA/airweave Swimming World Cup 2015,02:06.73,8/16/2015,Women 200 Butterfly LCM Female,USA,United States of America,"ADAMS, Cammile",F,9/11/1991,196,Paris-Chartres,FRA,0:02:06:73
14th FINA World Championships 2011,02:06.73,7/27/2011,Women 200 Butterfly LCM Female,GBR,Great Britain,"GANDY, Ellen",F,8/15/1991,197,Shanghai,CHN,0:02:06:73
9th FINA World Championships 2001,02:06.73,7/23/2001,Women 200 Butterfly LCM Female,AUS,Australia,"THOMAS, Petria",F,8/25/1975,198,Fukuoka,JPN,0:02:06:73
Japan National Championships 2020 (50m),02:06.74,2/7/2021,Men 200 Breaststroke LCM Male,JPN,Japan,"SATO, Shoma",M,2/8/2001,11,Tokyo,JPN,0:02:06:74
Olympic Games Rio 2016,02:06.74,8/9/2016,Women 200 Butterfly LCM Female,JPN,Japan,"HOSHI, Natsumi",F,8/21/1990,199,Rio de Janeiro,BRA,0:02:06:74
15th FINA World Championships 2013,02:06.75,7/31/2013,Women 200 Butterfly LCM Female,USA,United States of America,"ADAMS, Cammile",F,9/11/1991,200,Barcelona,ESP,0:02:06:75
17th FINA World Championships 2017,02:06.76,7/29/2017,Women 200 Backstroke LCM Female,AUS,Australia,"MCKEOWN, Kaylee",F,7/12/2001,108,Budapest,HUN,0:02:06:76
Olympic Games Beijing 2008,02:06.76,8/14/2008,Women 200 Backstroke LCM Female,ZIM,Zimbabwe,"COVENTRY, Kirsty",F,9/16/1983,109,Beijing,CHN,0:02:06:76
Phillips 66 International Team Trials 2022,02:06.78,4/27/2022,Women 200 Backstroke LCM Female,USA,United States of America,"BACON, Phoebe",F,8/12/2002,110,Greensboro,USA,0:02:06:78
Kosuke Kitajima Cup 2021,02:06.78,1/24/2021,Men 200 Breaststroke LCM Male,JPN,Japan,"SATO, Shoma",M,2/8/2001,12,Tokyo,JPN,0:02:06:78
US Olympic Team Trials - Wave II,02:06.79,6/19/2021,Women 200 Backstroke LCM Female,USA,United States of America,"SMITH, Regan",F,2/9/2002,111,Omaha,USA,0:02:06:79
British Gas National Championships (50m),02:06.79,4/2/2010,Women 200 Backstroke LCM Female,GBR,Great Britain,"SIMMONDS, Elizabeth",F,1/22/1991,112,Sheffield,GBR,0:02:06:79
15th FINA World Championships 2013,02:06.80,8/3/2013,Women 200 Backstroke LCM Female,CAN,Canada,"CALDWELL, Hilary",F,3/13/1991,113,Barcelona,ESP,0:02:06:80
European Championships 2018,02:06.80,8/6/2018,Men 200 Breaststroke LCM Male,RUS,Russian Federation,"CHUPKOV, Anton",M,2/22/1997,13,Glasgow,GBR,0:02:06:80
Meeting International circuit FFN - Golden tour,02:06.81,5/22/2015,Women 200 Backstroke LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,114,Nancy,FRA,0:02:06:81
Hancock Prospecting Australian Swimming Trials 2019,02:06.82,6/14/2019,Women 200 Backstroke LCM Female,AUS,Australia,"ATHERTON, Minna",F,5/17/2000,115,Brisbane,AUS,0:02:06:82
21st Commonwealth Games 2018,02:06.82,4/8/2018,Women 200 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,116,Gold Coast,AUS,0:02:06:82
17th FINA World Championships 2017,02:06.82,7/28/2017,Women 200 Backstroke LCM Female,USA,United States of America,"BAKER, Kathleen",F,2/28/1997,117,Budapest,HUN,0:02:06:82
18th FINA World Championships 2019,02:06.83,7/25/2019,Men 200 Breaststroke LCM Male,RUS,Russian Federation,"CHUPKOV, Anton",M,2/22/1997,14,Gwangju,KOR,0:02:06:83
TYR Pro Swim Series Indianapolis 2021,02:06.84,5/14/2021,Women 200 Backstroke LCM Female,USA,United States of America,"BACON, Phoebe",F,8/12/2002,118,Indianapolis,USA,0:02:06:84
16th FINA World Championships 2015,02:06.84,8/8/2015,Women 200 Backstroke LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,119,Kazan,RUS,0:02:06:84
Olympic Games London 2012,02:06.84,8/2/2012,Women 200 Backstroke LCM Female,USA,United States of America,"FRANKLIN, Missy",F,5/10/1995,120,London,GBR,0:02:06:84
16th FINA World Championships 2015,02:06.84,8/2/2015,Women 200 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,4,Kazan,RUS,0:02:06:84
Rotterdam Qualification Meet,02:06.85,12/4/2020,Men 200 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10/22/1995,15,Rotterdam,NED,0:02:06:85
56th International Trophy “Settecolli”,02:06.87,6/23/2019,Women 200 Backstroke LCM Female,ITA,Italy,"PANZIERA, Margherita",F,8/12/1995,121,Rome,ITA,0:02:06:87
Swim England Winter Champs 2017,02:06.87,12/16/2017,Women 200 Backstroke LCM Female,CAN,Canada,"RUCK, Taylor",F,5/28/2000,122,Sheffield,GBR,0:02:06:87
Mare Nostrum -  Meeting International de Canet-en-Roussillon 2016,02:06.88,6/8/2016,Women 200 Backstroke LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,123,Canet-en-Roussillon,FRA,0:02:06:88
2011 Telstra Australian Swimming Championships,02:06.88,4/1/2011,Women 200 Backstroke LCM Female,AUS,Australia,"HOCKING, Belinda",F,9/14/1990,124,Sydney,AUS,0:02:06:88
Olympic Games Rio 2016,02:06.88,8/9/2016,Women 200 Medley LCM Female,GBR,Great Britain,"O'CONNOR, Siobhan",F,11/29/1995,5,Rio de Janeiro,BRA,0:02:06:88
TYR Pro Swim Series Indianapolis 2021,02:06.90,5/14/2021,Women 200 Backstroke LCM Female,USA,United States of America,"SMITH, Regan",F,2/9/2002,125,Indianapolis,USA,0:02:06:90
US Olympic Team Trials - Swimming,02:06.90,7/2/2016,Women 200 Backstroke LCM Female,USA,United States of America,"DI RADO, Maya",F,4/5/1993,126,Omaha,USA,0:02:06:90
Russian National Championships (50m),02:06.92,4/22/2016,Women 200 Backstroke LCM Female,RUS,Russian Federation,"USTINOVA, Daria K",F,8/29/1998,127,Moscow,RUS,0:02:06:92
Russian National Championships (50m),02:06.92,4/16/2016,Women 200 Backstroke LCM Female,RUS,Russian Federation,"USTINOVA, Daria K",F,8/29/1998,128,Moscow,RUS,0:02:06:92
FINA Champions Swim Series 2019,02:06.94,5/31/2019,Women 200 Backstroke LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,129,Indianapolis,USA,0:02:06:94
FINA/airweave Swimming World Cup 2015,02:06.94,11/6/2015,Women 200 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,130,Dubai,UAE,0:02:06:94
19th FINA World Championships Budapest 2022,02:06.96,6/24/2022,Women 200 Backstroke LCM Female,USA,United States of America,"WHITE, Rhyan",F,1/25/2000,131,Budapest,HUN,0:02:06:96
17th FINA World Championships 2017,02:06.96,7/28/2017,Men 200 Breaststroke LCM Male,RUS,Russian Federation,"CHUPKOV, Anton",M,2/22/1997,16,Budapest,HUN,0:02:06:96
European Championships 2021,02:06.99,5/20/2021,Men 200 Breaststroke LCM Male,RUS,Russian Federation,"CHUPKOV, Anton",M,2/22/1997,17,Budapest,HUN,0:02:06:99
13th Pan Pacific Championships 2018,02:07.00,8/12/2018,Women 200 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,1/18/1996,132,Tokyo,JPN,0:02:07:00
13th FINA World Championships 2009,02:07.00,7/31/2009,Women 200 Backstroke LCM Female,RUS,Russian Federation,"ZUEVA, Anastasia",F,5/8/1990,133,Rome,ITA,0:02:07:00
Sydney Open 2021,02:07.00,5/15/2021,Men 200 Breaststroke LCM Male,AUS,Australia,"STUBBLETY-COOK, Zac",M,1/4/1999,18,Sydney,AUS,0:02:07:00
Russian National Championships (50m),02:07.00,4/9/2019,Men 200 Breaststroke LCM Male,RUS,Russian Federation,"CHUPKOV, Anton",M,2/22/1997,19,Moscow,RUS,0:02:07:00
17th FINA World Championships 2017,02:07.00,7/24/2017,Women 200 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,6,Budapest,HUN,0:02:07:00
13th Pan Pacific Championships 2018,02:07.01,8/12/2018,Women 200 Backstroke LCM Female,AUS,Australia,"MCKEOWN, Kaylee",F,7/12/2001,134,Tokyo,JPN,0:02:07:01
European Championships 2016,02:07.01,5/17/2016,Women 200 Backstroke LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,135,London,GBR,0:02:07:01
Olympic Games Tokyo 2020,02:07.01,7/29/2021,Men 200 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10/22/1995,20,Tokyo,JPN,0:02:07:01
67th Japan National Sports Festival - Swimming Com,02:07.01,9/15/2012,Men 200 Breaststroke LCM Male,JPN,Japan,"YAMAGUCHI, Akihiro",M,9/11/1994,21,Gifu,JPN,0:02:07:01
Mare Nostrum - 36th Meeting International de Natation de Monte Carlo 2018,02:07.02,6/16/2018,Women 200 Backstroke LCM Female,USA,United States of America,"BAKER, Kathleen",F,2/28/1997,136,Monaco,MON,0:02:07:02
Mare Nostrum - 36th Meeting International de Natation de Monte Carlo 2018,02:07.02,6/16/2018,Women 200 Backstroke LCM Female,USA,United States of America,"BAKER, Kathleen",F,2/28/1997,137,Monaco,MON,0:02:07:02
Japan Inter-College Swimming Competition,02:07.02,10/4/2020,Men 200 Breaststroke LCM Male,JPN,Japan,"SATO, Shoma",M,2/8/2001,22,Tokyo,JPN,0:02:07:02
Japan National Championships (50m),02:07.02,4/7/2019,Men 200 Breaststroke LCM Male,JPN,Japan,"WATANABE, Ippei",M,3/18/1997,23,Tokyo,JPN,0:02:07:02
18th FINA World Championships 2019,02:07.02,7/21/2019,Women 200 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,7,Gwangju,KOR,0:02:07:02
US National Championships (50m),02:07.03,7/26/2018,Women 200 Backstroke LCM Female,USA,United States of America,"SMITH, Regan",F,2/9/2002,138,Irvine,USA,0:02:07:03
Hancock Prospecting Australian,02:07.03,4/12/2017,Women 200 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,139,Brisbane,AUS,0:02:07:03
13th FINA World Championships 2009,02:07.03,7/27/2009,Women 200 Medley LCM Female,AUS,Australia,"RICE, Stephanie",F,6/17/1988,8,Rome,ITA,0:02:07:03
13th FINA World Championships 2009,02:07.03,7/26/2009,Women 200 Medley LCM Female,USA,United States of America,"KUKORS, Ariana",F,6/1/1989,9,Rome,ITA,0:02:07:03
19th FINA World Championships Budapest 2022,02:07.04,6/23/2022,Women 200 Backstroke LCM Female,USA,United States of America,"WHITE, Rhyan",F,1/25/2000,140,Budapest,HUN,0:02:07:04
17th FINA World Championships 2017,02:07.04,7/29/2017,Women 200 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,1/18/1996,141,Budapest,HUN,0:02:07:04
European Championships 2010,02:07.04,8/10/2010,Women 200 Backstroke LCM Female,GBR,Great Britain,"SIMMONDS, Elizabeth",F,1/22/1991,142,Budapest,HUN,0:02:07:04
Sydney Open 2021,02:07.06,5/13/2021,Women 200 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,143,Sydney,AUS,0:02:07:06
Olympic Games Barcelona 1992,02:07.06,7/31/1992,Women 200 Backstroke LCM Female,HUN,Hungary,"EGERSZEGI, Krisztina",F,8/16/1974,144,Barcelona,ESP,0:02:07:06
Atlanta Classic 2021,02:07.07,5/16/2021,Women 200 Backstroke LCM Female,USA,United States of America,"WHITE, Rhyan",F,1/25/2000,145,Atlanta,USA,0:02:07:07
19th FINA World Championships Budapest 2022,02:07.07,6/23/2022,Men 200 Breaststroke LCM Male,AUS,Australia,"STUBBLETY-COOK, Zac",M,1/4/1999,24,Budapest,HUN,0:02:07:07
